FinalValue
2349640.982033826
1836619.0752367522
2483137.1203802275
3273814.2978360085
2507996.3826304
2552260.877948971
5910150.237022169
4127503.7890194203
3014498.7558344756
3770054.3935362245
2965264.480501019
9258196.869336443
1575802.119386807
2370263.2460783906
5369221.282134412
1145371.4425750785
3122059.224424793
5454110.67231149
2142838.367120836
4558235.366726567
2022356.8733870408
3868742.4580434663
4231813.705719971
1381691.2998153386
4575736.2560699815
2160809.674874531
1503112.2114596078
3036388.195092767
2157401.5544628673
3482632.7111323215
5298237.793992275
2462735.6173260324
1987729.438117764
3531449.9294696203
5538620.405552681
2221057.8129133284
6505792.067486546
2558104.6729503535
1415788.5019167117
3174597.7631433643
2201627.1001229594
3007131.874379881
2372471.135213533
3610053.2318439106
3702210.7802740703
4568434.818719106
3086452.0896845018
5092339.209281572
3758991.0190656963
1673469.2341374783
1021026.9616094703
2814962.3310642736
1269773.765220522
1259078.0458776245
5297762.004296117
2314234.679185669
4518125.327194349
3489735.212836064
2014650.4744472697
2755645.889106999
2704170.691639205
3407334.177251938
4633090.284119341
1425531.5833664737
5759443.6824501855
1983598.104621343
2126815.7192579447
2357020.712035626
2064322.1810732475
3310258.7342978655
2311245.255245483
1821287.0634757222
2439683.9024785385
1816665.8032988254
4281425.760001744
6852868.917171218
4229375.107328792
5105184.463366214
1753556.450198911
3104196.0753077394
2604936.3614221974
3700324.895558361
3271371.8471441995
1921331.888508944
4265791.501183469
1490216.9544099444
1168705.7814898845
4618717.138550279
4041801.684157108
3426512.12334379
3405491.674813209
5813616.441332467
3469243.6505193054
2072581.3639443535
2434529.620751193
6707551.146417118
2639850.3505614386
1587703.527859746
4270020.319386181
2952234.5112135513
2156455.1605309737
3356660.6405223347
2726061.7015005257
1757346.8769039512
5151789.47694027
3026237.2324102013
1449512.4270462533
2956165.574117088
2220375.6549615185
2263434.838554322
1544424.6877544534
2650210.862369398
3410155.560342205
1777668.1135025877
2282026.562878983
3472202.270881503
3386478.540465014
1594958.944526379
2389938.4166425755
5500519.801607693
2904176.882535433
1530201.8130794384
2361752.7834641407
1668562.379098289
3529909.6741959983
5343257.504392189
2141679.61941338
1187166.2925290044
5868317.225354095
3429930.3097141185
3309998.3993174722
2532609.950911183
4514724.579953629
5359456.39016678
2364867.3858299516
2918964.7597897025
4495977.616305533
3425009.421148835
2024907.2847134245
4687985.850297682
2223007.8073665653
5217977.513458873
1354457.9911897045
3319905.648299049
2738958.3837383715
2926110.9199338453
2148128.9708407577
2229086.9083721084
3703580.3096116176
3671299.250147019
1653201.09260136
11918527.335220868
2165510.8757585604
3335793.402516905
3649166.7103273445
4678448.798303184
2378574.575182699
4249386.693418818
3104937.488156114
1926990.882872499
1414673.5902440746
1654089.5535797107
6753475.984670322
5731916.542231104
3168577.284452433
3442882.6236536703
3045588.0984850493
3461584.6376839187
1096507.751835794
1521441.4385319392
1915145.4700483566
2372373.4695165856
8037681.275047855
3206733.733282617
7360546.265639126
2031008.9995063995
3537335.325185709
1941198.2162926125
8211907.477282793
2314028.2680303943
2507209.5414123815
2318301.625257449
4500224.374418037
2303088.234152992
1731177.1240840065
2375860.04091521
1527432.671784229
1508902.5392223021
3259989.8917792165
5091749.541120245
2445617.951496305
3366726.0472928956
6106695.849658429
4526831.396182351
1748812.5682269863
3621935.0367861055
2272547.3175388775
1061603.8061145234
4191001.707832306
1768349.6702636152
3832099.9807169386
2354457.3132396634
2959295.842817668
3371731.2209061626
4545663.395222767
3718614.271544761
3202759.275615896
4736207.884463989
3585419.1983010313
1922858.4977421681
2423330.431769307
3823718.649742265
1595770.58885534
3604146.040837932
2451802.888725012
2954114.8522990854
2783550.8509440213
