FinalValue
3944411.628663458
2241854.4088284024
2419196.216864597
2411591.78770823
2285919.865986825
1737637.7655818162
1424429.9924573216
2549762.961542148
2121121.6029665656
2548051.0390956616
1729422.718837196
2469132.45532991
5144859.357277632
3246587.0478754365
4900053.594473386
2937784.217256339
2549436.140752867
3969453.7200350612
5908579.633843039
2640475.1697436958
4758489.150512579
1429090.1396644623
4285497.474116911
2590445.250789111
2202709.823980897
5582773.928947009
1482750.1204927906
2911209.6746676858
2570849.403698346
4961516.9141946975
3380529.3465552866
1203831.725825989
2632439.9006660576
2367149.9745350205
1158388.6003201604
3049959.62950581
6255364.363331475
700254.7490431883
8276331.407474397
4153043.8236629074
2503173.180811593
5155760.304202927
1680128.5672407837
3503173.2584116044
4385122.510463211
2699866.9643568974
3191897.925910959
1462922.3415169436
5775651.775683416
4361624.283012829
1544088.744932946
4614653.810596543
2829977.2386763147
2740497.611924432
2482770.7805295945
1592494.4146514048
2106238.078757451
5567194.786011731
1893004.0782534159
3789516.8082951275
2794154.5417856257
3658704.9881218593
2146212.439104188
3826672.56162679
2585841.1317338366
4764743.5326961195
3584865.7395844967
1905621.8546861534
3837791.3174891383
2780458.2849387852
1708290.6880862003
4422386.710871714
2753662.4508485985
1714521.5911725184
2272819.5229281033
3919967.8777853777
2451721.8506387062
3742734.4680091008
6907422.819773859
1488263.5032302847
2043072.0719339838
5662355.709238959
2168786.9145178273
4815281.555449268
2656124.675216415
5423392.235693795
2693033.678810498
1988994.4823322175
2505210.451219308
2426168.034039259
5006447.838015448
3069911.469965705
3506947.953735394
2865291.332726295
2969467.3100823844
2356918.08740042
2578767.384064138
2656823.538619366
2434853.3793019904
2318487.4343952904
1988717.7455171864
1411632.96608518
3104474.9264284675
3339632.4062716076
1364882.5777090485
8066137.067210449
2303325.0968196644
2391226.488334972
4397316.845298259
1475262.9900255746
1839809.6088067119
2387978.5919432375
3234989.4121621093
3865910.7798768845
3016207.4505271614
2769295.8629519376
1441361.6688628655
5315033.022238012
3518042.2211334505
2255888.5410171137
3117271.153386474
1885598.4093364058
1111099.9577496063
4696001.982996241
4064876.49054321
1316957.9157402397
2042631.6082879996
3222870.2808677526
4138395.9890664727
3792147.694143499
2373608.249772999
5884088.993821405
2920645.7396769812
3606736.186451034
2711899.897710923
1905361.3139916717
2448560.581378895
2334012.9140319736
1278042.3928874885
1520136.5489538368
1757679.4856980394
3862931.9234692203
2692773.5499066203
796107.0823840221
1554263.4403598078
2692601.262419717
1918169.593384492
4266643.296192877
2078285.135261282
2847844.1943725324
1791836.6970280556
1841749.9541424902
2785503.575880022
2592106.278062242
2174514.429001856
4197552.723464784
4810010.820140849
3642968.7600887828
2811940.4905066593
2277508.798934695
1634432.157062336
2521212.91388827
2762777.7133449577
2741823.069051396
3556609.183331715
2584546.27364004
3412175.7308768295
2445328.465659696
3601942.7809449695
2417599.907380008
1751904.4860451592
1840549.6887905684
3391405.2498264806
3348949.0332645634
5053824.7950199125
3770656.130625526
6674923.743598148
5146211.755411732
3740995.0624595955
3479394.5061037336
3447224.6701968443
3000054.063444202
1958512.93048318
4059733.295288705
2951473.9019394014
1211995.819052662
2969397.7783447467
2269308.1988173793
3103922.5147849442
2471084.9723069556
3949125.8531739935
2085382.2991856385
2869377.51973239
3089393.888467404
1610212.130004487
3942171.759783543
2030661.6791003393
4088152.3121445696
1953918.552653967
2083958.0132129735
4502232.232301288
2088807.3788048269
4209266.322698732
6367950.438788873
5623237.141903558
2928549.8843659954
3031466.4360417672
3284504.5172479
2804839.279481226
3291891.7390370285
3199735.9436791684
1482465.72216633
6173722.4756466765
3062798.365766598
2201661.9749895753
2095157.0352085822
2886444.330657481
3604124.4902893333
1541454.0943829597
3095029.932614899
3245349.7096849056
2788712.881412942
5084346.010028338
2559920.4308722853
6057204.063877361
2689977.716750718
2528170.5601906194
2952915.843715939
3183113.4874509065
4163605.6103134966
2783005.5871574352
4038422.139770673
2769475.0062821833
2477981.9404790355
1615889.9838217127
2940453.7750074975
3270829.095384484
1183467.4265322334
1172919.6260087027
7224217.419367688
2397646.5497041885
1462437.6846037484
3580856.652373903
1637985.5448445068
3990850.3667757665
3980330.6090836255
4355725.345497966
3089539.5252554407
2676074.7515790993
1624320.0462682405
2050558.7378020182
3313307.6263168287
2798789.7269398808
3407692.0651786076
3883380.1376547506
3060827.0594739392
4561627.226848354
3713935.0121798543
2587990.522033196
2003874.3677658602
1764436.9536889328
2543256.2197234575
1987643.1943768347
3451984.2787552592
3733332.9801188777
1875099.0468194673
2690645.22081502
2252533.8951352565
3346609.663172423
4853075.9191011675
5421542.617767627
2448966.127339389
5085733.570380071
4783278.206014925
3120758.689435079
1303918.1100870166
2864057.071085528
2750319.641581141
4950070.255634813
2938159.546650485
3066378.120063839
7748999.024601221
2951212.306086987
