Year,5th,25th,50th,75th,95th,Mean
20.916666666666668,709347.6278993655,1010459.1443974545,1283928.6404234618,1630699.7574437715,2394932.519533375,1386123.5945003242
21.0,705415.8322225605,1019374.8404692016,1274015.8797808583,1654359.9830807806,2417657.7216820545,1395831.1261709363
21.083333333333332,705588.9347603498,1031102.227818906,1282879.0367192961,1691391.3237824838,2470088.623550428,1407615.378015737
21.166666666666668,705751.4269150188,1051180.2441654068,1301631.463294111,1684415.8959767257,2516907.9928258546,1418930.425395821
21.25,711400.7000637993,1050352.105401514,1317177.6257561403,1680250.5917228765,2511931.2955441196,1431435.403309706
21.333333333333332,717549.4256961592,1053978.426183558,1319883.8008419569,1690295.189059943,2525959.289144877,1438867.8825817932
21.416666666666668,725068.3169250315,1054789.9623124027,1328816.6157475295,1735620.1350925164,2524882.5596236964,1449294.512351433
21.5,738599.6288273957,1054573.5788052122,1347008.5191422887,1733840.349399751,2565790.8789107716,1459145.4870177573
21.583333333333332,735517.106652782,1073980.0222854936,1361283.3801980447,1727892.4570237177,2606402.6927608815,1470359.4543097774
21.666666666666668,739173.4205869054,1070793.5413597266,1363410.6977281808,1746705.435739789,2640763.64415054,1478408.3228076757
21.75,744874.8985859678,1081662.929012457,1373556.1399389163,1778651.0064618196,2641246.766947157,1492160.936230112
21.833333333333332,744260.090515037,1101934.2709091567,1387727.735755263,1759480.0624092324,2685673.689958349,1503140.8725514822
21.916666666666668,751804.9035092512,1113679.8696630555,1403633.3485311824,1763457.9847633927,2701114.3353931685,1517765.0308545732
22.0,764598.584730615,1117430.8535953113,1416895.8614883125,1785659.8745355643,2749840.4788284027,1529785.3954679344
22.083333333333332,775626.9904760855,1133010.0689087538,1437098.4329775337,1795141.3531925827,2748301.1815070817,1540542.6019319822
22.166666666666668,792479.1585249845,1133541.4621830476,1456058.0707133291,1813860.279323545,2750045.7506293384,1554348.0110103243
22.25,820545.0758152617,1130749.8719678547,1467748.9125348614,1833607.3414495972,2739937.2000801982,1562464.3289449704
22.333333333333332,827513.8498038929,1141503.3111418453,1480797.5229842265,1859203.7759468672,2774889.217583933,1577143.3891693435
22.416666666666668,822062.8880810793,1144306.0121727933,1483528.7827869453,1866697.707386338,2839614.0808892776,1589579.792804981
22.5,831320.4548348942,1146276.906551266,1483841.5099302297,1886931.1388745755,2875335.123286837,1601499.0465340947
22.583333333333332,819374.2569246026,1163437.1955412356,1495426.8771033564,1917086.207706445,2925464.9430374117,1615734.665654288
22.666666666666668,825586.9567589903,1172134.4994773457,1498573.6686063968,1926782.2646355191,2885543.071073061,1627091.6370240105
22.75,843503.0580264264,1180104.9181544369,1506529.5898407432,1968133.0467279817,2970284.2883438813,1643224.7240363406
22.833333333333332,854640.7091876654,1184682.1440489856,1526470.462360355,1992047.4036139422,3012973.8685995466,1655847.651897716
22.916666666666668,861841.2549126551,1179030.4683428495,1527798.834891296,1995551.840793579,2950507.1749508115,1662546.668266583
23.0,870012.0365573353,1188962.526377825,1543167.4106884697,2002055.8720374657,3022735.5111383884,1677151.5454740615
23.083333333333332,868198.7275578214,1200382.0408615316,1550361.9183293325,2033074.9101867073,3050218.3672551713,1695449.4986636299
23.166666666666668,862408.7301181771,1207807.841427903,1562122.7058261344,2049860.3991241478,3136813.850461177,1705101.7710482932
23.25,872901.6616551026,1215969.630430142,1575332.3784524468,2062023.929712087,3089588.9594212603,1719280.6039588521
23.333333333333332,871995.2906149545,1247101.6712165861,1581481.0416285754,2044871.8369795764,3101585.0381209077,1732950.4020910584
23.416666666666668,875477.5328315529,1239577.6494896486,1597524.6501242812,2058243.6424826859,3104931.3475953676,1742950.561892564
23.5,867882.507270834,1238236.157450858,1610684.3313841864,2078320.9112329937,3171983.4812255483,1752012.708294454
23.583333333333332,892402.9492588617,1242913.521350881,1611038.4526365558,2120656.363793064,3184665.8945820355,1764718.6998021936
23.666666666666668,901115.0607656946,1243708.2351430147,1636480.0003524357,2129149.775389088,3202168.497504663,1779218.3018882903
23.75,896754.3695777936,1264014.5226577322,1669790.6718640553,2115377.4071857594,3234727.3851502175,1797892.0846861321
23.833333333333332,907662.7860813742,1275987.5105247768,1666068.817322552,2151190.866652793,3248017.2719414583,1804678.9607352186
23.916666666666668,898420.4938171357,1290847.896092653,1676107.3499366338,2153984.692630431,3358554.6593493805,1823317.7159269312
24.0,900951.6419238875,1307351.353444359,1687907.7399321143,2200039.9044276597,3325980.744126131,1836974.6927055386
24.083333333333332,915515.9751726978,1299364.4202649924,1705493.0716583366,2216057.4274577703,3287907.1437898567,1851054.325365978
24.166666666666668,899752.6212001905,1310626.7676136713,1758312.2605402959,2223819.361187932,3366778.2352177994,1868759.3483175877
24.25,896998.057770087,1323755.7119755424,1750711.7412687466,2246981.4735844326,3378278.9183926005,1882280.8489708176
24.333333333333332,920577.4361077342,1328569.1716636773,1767437.264717848,2262759.5168507127,3367575.8515411043,1897998.4003788352
24.416666666666668,934778.7849804036,1336801.3657147419,1774314.5508467448,2277910.3657950307,3479373.8052980015,1910373.5074964901
24.5,931724.5384875739,1346452.9648127528,1764313.8547612978,2314171.5829798398,3518633.0505478783,1930588.2069621023
24.583333333333332,942430.9309847865,1337163.2252999358,1794927.8220678568,2337474.9127654256,3511401.989787917,1944180.3500069624
24.666666666666668,932050.6250983817,1355753.4109187745,1805374.7593065845,2335383.0885782056,3525620.34898948,1954607.3495856358
24.75,930091.2168692178,1360848.270275758,1820246.674939109,2362288.3018205413,3517929.069444545,1966855.8153180962
24.833333333333332,965100.3851526029,1371536.7051615226,1841052.4373122146,2413483.410138695,3467367.1712301136,1989334.2702416577
24.916666666666668,952037.8103105639,1371700.8495901613,1850273.5301450472,2450409.085098021,3536528.129833279,2004307.3112343382
25.0,975729.1184286494,1376026.3114541215,1865347.6654677938,2462471.306384733,3526722.2257630024,2012027.322088569
25.083333333333332,965905.9102576135,1399395.7656341721,1856608.558077012,2484705.895514884,3496894.0426577977,2035638.8114755626
25.166666666666668,965558.630358235,1417872.8104520305,1874495.0046155816,2481740.2004785463,3608148.969921332,2054319.4954985615
25.25,967232.7941124695,1424528.506371815,1889440.3464007378,2490932.792846457,3684560.26701514,2072379.9333852113
25.333333333333332,956485.5174669098,1443281.7513673096,1911765.5021147819,2523364.147715425,3590711.710857862,2088188.49055275
25.416666666666668,993565.5833875026,1443225.0918097408,1921856.6221414711,2554044.5208583297,3620986.013896539,2100981.6145297457
25.5,989451.3658533196,1455472.244516706,1941878.8477084497,2587067.5661744624,3699827.1185004883,2117712.100754884
25.583333333333332,1006662.19778772,1459212.8850757391,1966008.365515476,2612076.728813338,3720024.6388968336,2134304.518382187
25.666666666666668,1006411.4802316957,1473303.6832780838,1960135.4136477488,2631304.9355877335,3809171.159691685,2151637.0176063916
25.75,1017815.581096229,1484982.6622584132,1953278.9562146524,2653007.155307497,3862508.853342503,2168884.171498242
25.833333333333332,1029139.4932984157,1504569.444311039,1972128.4341745405,2673078.706087152,3849035.410930907,2181646.0409291177
25.916666666666668,1033301.9671297754,1508260.764464855,2008437.4862910695,2658921.494135523,3897389.760962459,2197062.0652689342
26.0,1040791.0742607687,1534890.498373627,2016699.176517659,2697963.803089684,3989111.4526334438,2214618.1906058253
26.083333333333332,1045021.2757814189,1548458.0368649901,2020171.4325509667,2674627.490279233,4011779.077943311,2227164.7807091977
26.166666666666668,1040082.4629913259,1574343.4470951727,2059132.721514007,2720293.6606875635,4019852.6917358246,2246145.074793059
26.25,1065092.6573858336,1569546.5010812518,2064947.3086046157,2718367.012532329,4089060.4950406062,2259850.908954109
26.333333333333332,1086441.6401488532,1565418.2180137294,2057597.659539293,2774932.2806097823,4090829.662018694,2281829.435227667
26.416666666666668,1095102.7914377032,1590755.315769697,2096434.7154577274,2781678.9499689303,4198594.538575367,2292925.822907049
26.5,1093547.4926353076,1583241.3391811228,2123928.247713271,2775287.1556288693,4293748.572616749,2304464.950705052
26.583333333333332,1104112.1795065128,1609454.325386609,2127170.9212566027,2804303.5000595227,4403166.501856705,2323310.191491723
26.666666666666668,1121419.8849867561,1605247.4062256753,2133037.6732592555,2840063.8194494783,4390750.926531239,2342041.6176135503
26.75,1145780.292887529,1609634.3115335498,2155910.024951898,2867505.108401828,4470400.393005128,2363670.386875271
26.833333333333332,1168128.6038913385,1624929.5991729647,2172167.212205016,2871356.2695932174,4531621.465104482,2387477.0865365467
26.916666666666668,1198660.2987641091,1647274.0713327874,2174199.213775088,2873583.176957327,4501213.443353485,2400269.3975729267
27.0,1159635.887595244,1668726.441579442,2194798.531432735,2878532.803820623,4551658.4968533255,2420659.600320176
27.083333333333332,1168111.1426015839,1669570.3381044725,2212151.5460577365,2951948.6767685,4521071.6612153975,2442098.4054428716
27.166666666666668,1191722.3938389828,1691012.586231416,2239668.451862218,2975513.1348701497,4620910.587880532,2467159.6904620863
27.25,1192553.4413447354,1715050.0841089943,2243221.9588377215,2962737.999517974,4758724.234729397,2484941.5984223313
27.333333333333332,1194827.0935645306,1719978.9440403546,2265303.98792395,2951116.975175875,4760629.652111057,2498080.3059208486
27.416666666666668,1198899.91783186,1746951.2012677635,2265449.8588583795,3008271.5639612647,4761184.853269022,2519526.1422388996
27.5,1214766.9904904272,1767139.8042729986,2296666.066455438,3038149.516246494,4690469.162927978,2534466.944567288
27.583333333333332,1207173.604676052,1758318.4506038297,2323958.8436354003,3038175.0727923713,4855326.27718553,2559092.437155811
27.666666666666668,1181973.026780287,1776996.3977857763,2344322.4772368604,3064769.0946841165,4888055.369453362,2576307.1786274915
27.75,1214528.603595577,1790632.671267355,2360832.105329373,3072002.183793445,4848977.403882608,2594644.4648923837
27.833333333333332,1221854.1433044034,1789435.2905445585,2381802.317290484,3091294.5647904174,4778416.126994023,2611552.936893005
27.916666666666668,1216549.1940389073,1802681.47705065,2387665.153638321,3125348.855722243,4790146.830589557,2633477.5217271326
28.0,1212898.291978756,1829161.3214380497,2408051.7758920267,3171797.057988866,4882447.163202423,2654766.779153418
28.083333333333332,1229884.1404233729,1823268.924454073,2408079.645538164,3200769.659072569,4961531.795123142,2671502.2712220517
28.166666666666668,1244276.8449502587,1847675.3551274096,2411843.3241965533,3255741.5010976847,4992754.862118821,2686917.559851008
28.25,1273987.35819054,1853414.7995827019,2458085.284479784,3281735.589002533,4981781.327147586,2708998.0962335635
28.333333333333332,1269384.8220810269,1863300.366306937,2456665.9123847624,3269838.616693045,5100697.274605097,2725523.855773347
28.416666666666668,1271630.466495261,1886697.4648087134,2504959.1689690608,3348319.718866707,5067245.99814301,2754449.506317912
28.5,1293317.6376697957,1885072.7940586493,2513382.5137671037,3338549.7669363045,5221367.5614636205,2771495.2130278368
28.583333333333332,1299689.3503818437,1887545.2290609023,2548061.010506219,3353609.041845142,5208052.877264228,2795890.8062630435
28.666666666666668,1313191.7010853067,1899465.531796168,2559907.915697733,3379365.7313310355,5163506.966902884,2813035.5895532123
28.75,1312464.802614891,1915623.4010607959,2575215.8310773512,3384834.5621442376,5289453.69801973,2832097.886794383
28.833333333333332,1324527.3157542588,1940038.6503403098,2588963.834482584,3372076.1662703785,5407391.054448961,2843779.835993688
28.916666666666668,1332766.1089330176,1977753.4979656246,2598701.6729848376,3406789.0326044154,5425709.684868464,2857208.1887098835
29.0,1318681.1160109085,1964953.320304053,2612235.8825529087,3426587.6466812957,5472366.213397665,2875858.8235941106
29.083333333333332,1330073.6827305912,1965823.6101467772,2620998.609510782,3456623.75862178,5406184.576759372,2896614.663937225
29.166666666666668,1316980.8546788373,2027817.8751935374,2666435.536301644,3521755.785565364,5425248.640243952,2929574.1841755626
29.25,1332451.685519271,2025875.0888153575,2693748.4535561055,3545828.9311330877,5486678.108789699,2951220.3586805034
29.333333333333332,1331101.7413968688,2054976.925619766,2749519.3605416734,3560616.200728231,5527164.832252794,2973148.0182845932
29.416666666666668,1314131.7903713374,2065503.8646932512,2766059.729100694,3580969.42789392,5600666.306753398,3005662.4330223156
29.5,1311307.0857052566,2113722.9320669277,2758902.8193310243,3643330.0499041574,5647303.256266866,3032329.2157265465
29.583333333333332,1339579.562385254,2111035.3191376934,2758422.9590289956,3636484.76012423,5704152.690641763,3054108.565540089
29.666666666666668,1371991.5959273733,2117444.7182617118,2824385.671012138,3664357.8954365198,5705291.202199138,3076889.011077709
29.75,1375959.8697412917,2140697.7472881437,2829930.6875101514,3744102.251781022,5702510.925629502,3093972.2005212475
29.833333333333332,1393486.887076133,2131471.857957693,2869796.91489222,3796128.4844051604,5718363.5294134095,3120356.334325968
29.916666666666668,1417882.8241305384,2150398.836707566,2842806.3555643447,3774114.239418247,5803333.316708465,3136346.2442290443
30.0,1423997.917930291,2159957.644771615,2855950.63272903,3770204.8278085496,5777550.008965867,3141353.696873504
