Year,Path_1,Path_2,Path_3,Path_4,Path_5,Path_6,Path_7,Path_8,Path_9,Path_10,Path_11,Path_12,Path_13,Path_14,Path_15,Path_16,Path_17,Path_18,Path_19,Path_20,Path_21,Path_22,Path_23,Path_24,Path_25,Path_26,Path_27,Path_28,Path_29,Path_30,Path_31,Path_32,Path_33,Path_34,Path_35,Path_36,Path_37,Path_38,Path_39,Path_40,Path_41,Path_42,Path_43,Path_44,Path_45,Path_46,Path_47,Path_48,Path_49,Path_50
0.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
0.08333333333333333,97351.84217463885,101376.43759724332,101393.17825756891,100930.4680760521,102288.2327531377,98508.43065087208,104254.96965669421,98643.27319462947,102314.25342151169,98426.35994721201,104798.77496249213,99653.5422481014,104514.23193075725,97285.81832466475,99266.67356233498,105628.59255651786,104292.86214957059,100934.06170329273,107096.79984813184,100576.38988136558,98353.06807752464,101655.5825949131,99602.0533782661,105734.77528591506,103305.04264120304,102063.89419306547,99001.96114057596,101202.31468672481,102466.01781021726,105406.07986535142,95962.82835830367,102389.14930384768,100519.56641380048,100088.01469566392,103397.52177711535,101602.90392348405,100076.71890855966,101697.41222133531,97746.61815875581,100568.13409244273,97965.80669914446,102544.18848309961,100958.63125510229,101445.45507414566,103401.29814941689,96826.73823975888,101433.78458029815,104784.0012257079,106441.5234146773,103432.38108171348
0.16666666666666666,96554.83060170573,99903.87345531501,96323.57055462494,100596.71189517119,106133.81232721116,101405.40361901537,106264.36936454389,105578.14267927599,105358.70373508679,95678.57026979877,104812.97386020202,100927.02509163797,106555.82107987143,100345.92035213993,99038.50783552734,110694.9146876515,106223.44768651851,102700.71282300138,100779.13360417355,100523.09619522987,101352.64769322137,99177.8328843332,103322.54238056783,110315.63773731796,104868.66956137204,106261.56351367112,101535.84736888876,103435.0899816833,98106.14172638784,105725.2782419457,103082.7095330858,107027.07214724504,100409.56309524778,102361.99602376833,101557.8424090616,103694.80365993525,99905.83533203765,104572.08430309907,96827.93837944049,101173.69334705018,98947.59629251718,102234.72840285103,104746.54702216222,100868.57355143229,106043.1233108222,99821.4350488512,102114.25985965079,109017.4119971357,108301.57423841706,103321.3508795927
0.25,96661.34143668493,97666.46531692847,99173.77205705189,101892.519791702,105589.00701354581,104032.429323255,105314.62433521477,103986.52494875001,108813.31582714074,93038.12237198073,109475.62882469395,104948.31461470574,111656.03305655399,101149.57332749436,101237.65175290563,112892.2389869497,109874.94573774004,106812.61607376592,100720.92547494992,104400.79888653953,109256.63220574507,100039.09576614284,108947.51920491405,113619.77286122538,103653.42602406499,107571.25974059895,97206.45030042875,104845.60457665406,97408.32989373307,106671.40612093407,104241.06754805915,107970.31393724118,99616.96992747227,108925.92881702696,102173.67503106697,102364.21822298493,101172.38169792708,105847.28278577651,93191.46770620832,104110.72166164141,101780.25583998598,101420.38433716756,105735.3020248869,103681.91195386807,104930.64216227787,96139.90891104264,102783.32062846099,111101.2280266183,109115.6046901558,99977.85009879146
0.3333333333333333,101316.00544173935,97050.17822046451,102480.36045368004,105478.30213482754,104320.89345165441,103235.21986465181,109298.16821833365,96789.75957709647,107576.6595003014,98006.00942882049,110041.71383739526,106132.8240007409,118649.29733814069,104245.92911055796,99874.01947273666,111573.86834623847,108468.15759837085,112458.76855567073,102011.87629425828,100121.4155656157,104475.46220555167,99042.45585898087,110212.10609861749,113507.66826523552,109503.17109286367,111384.7725205115,102218.30438822502,107136.78646506793,101197.52560140615,112003.85708571554,106724.00412637935,111098.41628852792,104273.1731085769,109111.48229611493,104250.82257033588,101443.85552305104,102405.06836142395,115597.81995613163,100959.92542336791,109378.0677436921,107613.65837470793,109040.92349193252,110361.545478376,111039.12600604686,105928.50587444016,98664.35086162222,103904.35494637344,116051.98621487057,117641.72175208906,102699.82807722264
0.4166666666666667,102216.7080867963,101157.37533795465,104586.07814272925,108419.99721771956,106686.20453761549,103956.82621696689,109145.72128554378,98462.63075965992,108920.65549058208,103247.69825801787,113338.6248337663,98683.00448380265,120082.24479643667,107241.1691664348,102430.15892840404,111115.9569247945,108465.27402467674,117832.13179415587,106593.54755056728,104569.708627923,105051.1645672189,99518.05958103499,111588.42525714831,119013.90457343968,112448.55918627311,117897.18330478837,103122.1462238418,110370.48230965364,107674.33731773918,110060.52713747135,107993.1551896248,111470.32006439847,108805.81117075223,110280.26468391239,115815.8552496748,100733.80686771628,104069.65763873859,117626.12061646012,107626.43652959232,122469.02957622032,111003.68625507204,107116.386304613,114130.4950801955,114439.15337484425,108806.4408275152,100939.72148804451,109221.1988375581,120301.61024548377,120669.6153224354,105457.55640109073
0.5,104895.53578669098,107587.46797757277,106133.19919343384,107773.31585775658,99667.56695221693,106898.9784812388,111978.81985273864,103679.18033590731,110721.81822418292,107451.08651964342,119975.80726128048,100172.02164512913,126379.02680027629,115986.58744100673,105395.23980331187,109270.90669862492,115555.15926021112,119754.78964303185,111219.51401420285,101450.26325961281,106091.24748483303,99126.92698032992,112845.51926249667,119547.8666949215,114435.64508752516,124812.06679624257,105819.97470803527,116356.00851043587,111717.70079840084,97065.3405900497,114371.65055514059,111904.71273344594,110491.90225485165,112227.43906194481,118127.09456306303,103053.3475723158,104158.62482386574,120258.50066116673,109027.59451318454,120705.86222455963,112924.864598184,109219.98176118993,120551.8346914657,111846.69567667806,109581.04808033457,103222.56774576847,109307.31967753082,122389.26850949314,124683.9887911513,107615.00921843019
0.5833333333333334,104713.90037627309,107187.67170997501,105150.63986570766,111138.58873748871,103513.98047521793,105672.62749986147,118422.24187684992,108002.78561414116,115196.9816478556,112533.18690695049,125294.56281551342,104756.18347227482,130774.86616854102,118163.51243647223,107864.00308382478,113087.55998029007,115972.74046907377,126126.99518751234,110477.96649474137,102785.35241706514,106469.03428950763,96736.3613229021,113161.35448429783,123579.83429357558,114287.3160418603,126962.95615339707,107084.88832955284,120615.71785637384,116664.23448245284,102947.14088941086,121094.90525248909,113465.09000918851,111019.4092476446,111987.92076486266,113994.27737888362,104747.8216676824,104786.51095167112,132103.12104791045,108758.55429085389,118908.81210937479,112584.86282705175,111363.51906605442,121760.48057319639,113114.81093437798,108264.08315860321,108733.30107908517,109171.45832527484,123738.48346483355,123000.71253965866,117394.15101267264
0.6666666666666666,107704.86835140988,117559.73918733661,110830.04900509292,114441.70167749688,101324.04871480071,103900.35453726805,119839.59123103273,105595.84790621682,119412.17169039095,117697.97416348512,119403.74080379757,114337.96012673022,131641.64918029055,130848.52866193853,112490.54743467741,110822.78090366416,117189.80434887289,128886.58026827764,115475.65328412862,104139.45792276443,106886.43661947091,98619.01767588282,111227.49795155387,123433.36028286799,118003.66727018217,124180.57292534458,103779.30730752049,111232.34540742253,116407.41234587951,104719.72621511546,128033.7505207325,112858.47890639596,117095.82276705449,109376.65039200647,108645.37501474548,104942.6119297978,106152.60146854786,142114.75955374993,108899.90008055828,118898.10665828965,114535.0153276125,112652.80063916223,125808.03356085939,113687.5515433411,111028.49182661128,112532.65886408814,116601.42417423458,124418.99944823001,122901.71732614,117658.85594793737
0.75,112604.89978729765,117142.93259831586,108719.66442088083,117756.67960232172,104545.17410513865,105745.0861639301,123882.61259700477,109290.98518279113,126710.03612455759,119607.51149468748,122016.15471965124,117899.80330380573,136794.9549822742,128334.10446312852,108229.67796637493,113776.2907832055,116839.09355925744,138910.48614289594,120307.81946073967,102942.0402272268,112433.51658782715,100118.31313258628,108242.87082092061,122797.8599076699,118405.58495012746,130438.02565496505,107994.39991390308,111674.9442652049,121929.20721346053,107336.98373830003,132082.40233956775,111402.46872116727,119616.46289680478,111927.68025490413,110483.36070259108,106263.45717281096,113445.94980101216,140714.6640102629,113425.61867819134,122006.14097291612,114884.25319906644,115505.29311291288,126652.62301170416,113730.02513640927,110900.29074775163,112786.95598737928,118564.93084238398,128196.02337044622,129417.95960212199,118346.7887722192
